label,text,cleaned_text
neutral,"Okmetic closed its plant in Espoo in early 2004 , and all production lines from the site were moved to Okmetic 's plants in Vantaa , Finland and Texas , USA .",okmet close plant espoo earli product line site move okmet plant vantaa finland texa usa
neutral,"Okmetic has a global customer base and sales network , production plants in Finland and the US and contract manufacturers in Japan and China .",okmet global custom base sale network product plant finland u contract manufactur japan china
neutral,"On preliminary estimate , the hotel will operate under the brand Novotel .",preliminari estim hotel oper brand novotel
neutral,One of the largest projects of the magazine division of SanomaWSOY - Sanoma Magazines International in 2006 became launch of the Russian magazine Gloriya .,one largest project magazin divis sanomawsoy sanoma magazin intern becam launch russian magazin gloriya
neutral,"Operating profit of operations in Finland in the period under review totaled EUR 11.3 mn , remaining at the 2005 level .",oper profit oper finland period review total eur mn remain level
neutral,OP-Pohjola Group 's capital adequacy ratio under the Act on Credit Institutions stood at 12.1 % and Tier 1 ratio at 12.1 % .,oppohjola group capit adequaci ratio act credit institut stood tier ratio
neutral,"Our customers include companies in the energy and process industry sectors , in particular .",custom includ compani energi process industri sector particular
neutral,"Our key geographical markets are Europe , Russian Federation , Middle-East , South-Africa and Japan .",key geograph market europ russian feder middleeast southafrica japan
neutral,Our tools are specifically designed with the needs of both the business users and ICT experts in mind .,tool specif design need busi user ict expert mind
neutral,"Outotec 's delivery covers the engineering , supply and construction of a circulating fluid bed calcination plant with a capacity of 1,600 tons of alumina per day .",outotec deliveri cover engin suppli construct circul fluid bed calcin plant capac ton alumina per day
neutral,"OVA Press has a 60 % stake in the joint venture , while IMSM holds a 40 % stake .",ovum press stake joint ventur imsm hold stake
neutral,"Panostaja owns a 68.77 pct of share capital and the voting rights of Suomen Helasto shares following an exchange of shares which was carried out on May 30 , 2007 .",panostaja own pct share capit vote right suomen helasto share follow exchang share carri may
neutral,"Panostaja Plc today acquired the entire share capital of Suomen Graafiset Palvelut Ltd , a provider of printing services .",panostaja plc today acquir entir share capit suomen graafiset palvelut ltd provid print servic
neutral,"Paper company M-real calculated that if 100,000 biscuit cartons are made using a 25gsm lighter board , the CO2 saved over the course of 12 months would be equal to that generated by driving 1,000 km by car .",paper compani mreal calcul biscuit carton made use gsm lighter board co save cours month would equal generat drive km car
negative,"Paper stocks were among the biggest fallers , with Stora Enso down 2.30 pct to 14.01 eur , M-real down 2.86 pct to 5.09 eur and UPM-Kymmene 1.14 pct lower at 19.10 eur .",paper stock among biggest faller stora enso pct eur mreal pct eur upmkymmen pct lower eur
neutral,Part of the reductions will be made through retirement arrangements .,part reduct made retir arrang
neutral,"Payment for acquired shares will be made in cash , and the price per share will be EUR 1 plus an administration fee .",payment acquir share made cash price per share eur plus administr fee
neutral,Pharmaceutical market in Czech Republic Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Czech Republic .,pharmaceut market czech republ global research data servic publish recent market analysi pharmaceut market czech republ
neutral,Pharmaceutical market in Italy Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Italy .,pharmaceut market itali global research data servic publish recent market analysi pharmaceut market itali
neutral,Pharmaceutical market in Netherlands Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Netherlands .,pharmaceut market netherland global research data servic publish recent market analysi pharmaceut market netherland
neutral,"Previously , it projected the figure to be slightly lower than in 2009 .",previous project figur slight lower
neutral,"Previously , the company expected its 2008 financial performance to remain at the same level as in 2008 .",previous compani expect financi perform remain level
neutral,Profit after taxes totaled EUR 12.1 mn .,profit tax total eur mn
neutral,QPR ProcessGuide is available as a system solution with centralized storage and management of process content as well as a standalone desktop version ; QPR ProcessGuide Xpress .,qpr processguid avail system solut central storag manag process content well standalon desktop version qpr processguid xpress
neutral,"Quartal Oy now owns 2,094,063 shares in Satama Interactive Plc , which represents 5,19 per cent of the share capital and voting rights .",quartal oy own share satama interact plc repres per cent share capit vote right
neutral,Renesas Mobile Europe Ltd has approximately 470 employees in Oulu .,renesa mobil europ ltd approxim employe oulu
neutral,Rihko said the sale will enable the company to concentrate on its grain-based business .,rihko said sale enabl compani concentr grainbas busi
neutral,Rihko started to manage Raisio 's Benecol business in summer 2006 after heading tobacco company Altadis ' European operations .,rihko start manag raisio benecol busi summer head tobacco compani altadi european oper
neutral,RIM has revamped the BlackBerry OS UI with the 6.0 version of the mobile operating system .,rim revamp blackberri o ui version mobil oper system
neutral,Rimi supermarket is the key customer in Magistral center .,rimi supermarket key custom magistr center
neutral,"Rimvesta is now controlled by the Estonian-owned real estate development company ELL Nekilnojamas Turtas , which a member of Merko , the largest construction group in the Baltic countries .",rimvesta control estonianown real estat develop compani ell nekilnojama turta member merko largest construct group baltic countri
neutral,"Risto Raty , Tekla 's executive vice president , said that Tekla Structures and ArchiCAD will cover the entire design and documentation workflow throughout a construction project .",risto rati tekla execut vice presid said tekla structur archicad cover entir design document workflow throughout construct project
neutral,"Rohwedder Group is an automotive supplies , telecommunications and electronics industry provider for customers in Europe , North America and Asia .",rohwedd group automot suppli telecommun electron industri provid custom europ north america asia
neutral,Rosa is one of the best-known Duckburg illustrators .,rosa one bestknown duckburg illustr
neutral,RSA 's shares closed at 156.9 p at the time of going to press .,rsa share close p time go press
neutral,Rubin says he expects Capman to announce 1-2 additional transactions in 2009 .,rubin say expect capman announc addit transact
neutral,Russia 's Video International Group holds a controlling stake in Russian Media Ventures .,russia video intern group hold control stake russian medium ventur
neutral,"'s Outokumpu Technology business will begin trading on the Nordic Exchange in Helsinki starting Oct. 10 , becoming the sixth company to list on that exchange this year , the company said Friday .",outokumpu technolog busi begin trade nordic exchang helsinki start oct becom sixth compani list exchang year compani said friday
positive,"Salo , Finland , 29 August 2006 - Benefon has today announced its plans to further strengthen its in-house technology platform , by licensing the complete mobile software platform , Opna , from its long-standing technology partner , Pollex .",salo finland august benefon today announc plan strengthen inhous technolog platform licens complet mobil softwar platform opna longstand technolog partner pollex
neutral,"Sampo Group that has become a major shareholder in Nordea owns TrygVesta 's main competitor , If P & C Insurance .",sampo group becom major sharehold nordea own trygvesta main competitor p c insur
neutral,Scanfil holdings include 100 % of contract electronics manufacturer Scanfil EMS Group .,scanfil hold includ contract electron manufactur scanfil em group
neutral,"Since the registration of the shares subscribed in a directed share issue , the new number of Panostaja shares and voting rights is 41,733,110 .",sinc registr share subscrib direct share issu new number panostaja share vote right
neutral,"Stora Enso 's business in North America has annual capacity of about 3 million tons and employs about 4,350 people .",stora enso busi north america annual capac million ton employ peopl
neutral,Stora Enso will receive a 19.9 pct equity interest in the combined company .,stora enso receiv pct equiti interest combin compani
neutral,Stora is due to release its fourth-quarter and 2009 full-year earnings on Feb. 4 .,stora due releas fourthquart fullyear earn feb
neutral,Storengy is the GDF SUEZ company that is dedicated to the underground storage of natural gas .,storengi gdf suez compani dedic underground storag natur gas
positive,Strand Associates is expanding its Madison corporate headquarters with space to add about 100 employees to the engineering firm .,strand associ expand madison corpor headquart space add employe engin firm
neutral,Talentum acquired a 47.5 pct stake in Varesvuo Partners in 1997 and the remaining in 2002 and 2005 .,talentum acquir pct stake varesvuo partner remain
neutral,"Technopolis , St. Petersburg 's Telecommunications University and the Russian Support Fund for Legislative Initiatives signed a protocol of intent in May of this year to set up a technopark in St. Petersburg on the base of the St. Petersburg Telecommunications University .",technopoli st petersburg telecommun univers russian support fund legisl initi sign protocol intent may year set technopark st petersburg base st petersburg telecommun univers
neutral,"Technopolis has Finnish operations in Oulu , Vantaa , Espoo , Lappeenranta , Jyvaskyla and Tampere and is also preparing to expand its operations to Russia .",technopoli finnish oper oulu vantaa espoo lappeenranta jyvaskyla tamper also prepar expand oper russia
neutral,"Technopolis has set aside a plot of land measuring 4.6 hectares to build the park , Mikkonen said .",technopoli set asid plot land measur hectar build park mikkonen said
neutral,Tekla Group 's net sales for 2006 were approximately 50 million euros and operating result 13.6 million euros .,tekla group net sale approxim million euro oper result million euro
neutral,Teleste expects to start the deliveries at the end of 2009 .,telest expect start deliveri end
neutral,"Thanks to its extensive industry and operations experience , Cybercom offers strategic and technological expertise to these markets : telecom , industry , media , public sector , retail , and banking and financial services .",thank extens industri oper experi cybercom offer strateg technolog expertis market telecom industri medium public sector retail bank financi servic
neutral,"That address also happens to house Italian megamart Eataly , meaning that `` Come on , kids , we 're going to the Toy Building ! ''",address also happen hous italian megamart eatali mean come kid go toy build
neutral,"The 3C Expo is a signature show in Dongguan , which is supported by the Dongguan Municipal Government every year , featuring computer accessories , software , communication and network products .",c expo signatur show dongguan support dongguan municip govern everi year featur comput accessori softwar communic network product
neutral,"The acquired business main asset is a mobile authentication and signing solution , branded as Tectia MobileID , which provides authentication to web e-mail , SSL-VPN , MS SharePoint , Tectia Secure Solutions and other applications and resources .",acquir busi main asset mobil authent sign solut brand tectia mobileid provid authent web email sslvpn m sharepoint tectia secur solut applic resourc
neutral,The acquisition is part of Ramirent 's Central and Eastern European growth strategy .,acquisit part ramir central eastern european growth strategi
positive,The acquisition is part of Ramirent 's strategy to strengthen its position in selected locations .,acquisit part ramir strategi strengthen posit select locat
neutral,The agreement includes application maintenance and support services .,agreement includ applic mainten support servic
neutral,The agreement includes the entire process of managing Mercator 's supply chain in all regions where the company is currently present .,agreement includ entir process manag mercat suppli chain region compani current present
neutral,"The Americas represents 25 % of Gemalto 's billing , and Latin America is one of the fastest growing regions for the company .",america repres gemalto bill latin america one fastest grow region compani
neutral,The annual value of the contracts is estimated at USD 2mn over the next three years .,annual valu contract estim usd mn next three year
neutral,"The area will also include some central buildings , and Honkarakenne has started negotiations on their delivery .",area also includ central build honkarakenn start negoti deliveri
neutral,"The bank also expects additional costs , related to the Dash 8 - Q400 jets , which the group shelved in October 2007 .",bank also expect addit cost relat dash q jet group shelv octob
neutral,The bank 's leasing arm Nordea Liising ended the year with a profit of 4.4 million euros .,bank lea arm nordea liis end year profit million euro
neutral,"The Board established a Remuneration Committee with following members : - Sari Baldauf Chairman - Tapio Hintikka - Heikki Westerlund In addition , the Board decided to appoint a Nomination Committee at a later stage .",board establish remuner committe follow member sari baldauf chairman tapio hintikka heikki westerlund addit board decid appoint nomin committe later stage
neutral,"The bond , with a maturity of five years , is part of the bank 's domestic bond program .",bond matur five year part bank domest bond program
neutral,The bridge is part of the highway 14 development project .,bridg part highway develop project
neutral,The building will house product development and test laboratories .,build hous product develop test laboratori
neutral,The business area 's net sales were slightly over 2m in 2006 .,busi area net sale slight
neutral,The business development initiatives in North America are headed by Lynn Shanahan .,busi develop initi north america head lynn shanahan
neutral,"The business is organised , as of February 1 , 2011 , in a way that production of design services is combined into one entity , Etteplan Operations .",busi organis februari way product design servic combin one entiti etteplan oper
neutral,"The business transfer will take effect from 1 January 2007 , and in connection with this 47 employees will transfer from Elisa to Daxtum as continuing employees .",busi transfer take effect januari connect employe transfer elisa daxtum continu employe
neutral,The center will be built in the Kapuli district of Mantsala beside the Hanko-Mantsala-Porvoo road near the new direct rail link between Lahti and Jarvenpaa .,center built kapuli district mantsala besid hankomantsalaporvoo road near new direct rail link lahti jarvenpaa
neutral,The changes in readership were not significant .,chang readership signific
neutral,The closing of such transaction took place today .,close transact took place today
neutral,"The closing of the transaction is scheduled to take place on January 10 , 2008 .",close transact schedul take place januari
neutral,The combined capital of these funds is expected to be EUR 100mn-150mn .,combin capit fund expect eur mnmn
neutral,The combined company had pro-forma net sales of 140 mln euro $ 188.9 mln and an operating profit of 13 mln euro $ 17.5 mln for 2006 .,combin compani proforma net sale mln euro mln oper profit mln euro mln
neutral,"The commission found evidence of several meetings to discuss the cartel , including one in a Brussels restaurant in November 1997 at which the companies discussed price increases .",commiss found evid sever meet discus cartel includ one brussel restaur novemb compani discus price increas
neutral,"The Committee proposes the following remuneration : a monthly remuneration of EUR 5,000 for the Chairman , EUR 3,500 for the Deputy Chairman , and EUR 2,500 for the other Board members .",committe propos follow remuner month remuner eur chairman eur deputi chairman eur board member
neutral,"The companies will divest to UPM Fray Bentos pulp mill and Forestal Oriental , a company specialising in eucalyptus cultivation .",compani divest upm fray bento pulp mill forest orient compani specialis eucalyptus cultiv
neutral,"The company , which has EUR2 .8 bn in assets , counts among its five largest shareholders Finnish insurers Ilmarinen 4.34 % and Varma 0.70 % , as well as the Finnish state pension fund VER 0.61 % .",compani eur bn asset count among five largest sharehold finnish insur ilmarinen varma well finnish state pension fund ver
neutral,The company also equipped the sculptural complex Rabochy i Kolkhoznitsa A Worker and a Collective Farmer in Moscow with snow melting system .,compani also equip sculptur complex rabochi kolkhoznitsa worker collect farmer moscow snow melt system
neutral,The company also said that the deployment of the Danish 4G network continues and it expects to cover 75 % of the Danish population in 2011 .,compani also said deploy danish g network continu expect cover danish popul
negative,The company decided at the end of 2008 to temporarily shut down its ammonia plant in Billingham and extend the maintenance period at its Ince facility .,compani decid end temporarili shut ammonia plant billingham extend mainten period inc facil
neutral,The company did not distribute a dividend in 2005 .,compani distribut dividend
neutral,The company expects its net sales for the whole 2009 to be at previous year levels .,compani expect net sale whole previous year level
neutral,"The company expects its net sales for the whole of 2007 to be EUR 950mn-1 ,000 mn .",compani expect net sale whole eur mn mn
neutral,"The company had net sales of EUR 10.8 million in 2008 , and today has approximately 120 employees in Finland , Estonia and Poland .",compani net sale eur million today approxim employe finland estonia poland
neutral,The company had net sales of EUR 19.8 mn and a pre-tax profit of EUR 1.8 mn in 2005 .,compani net sale eur mn pretax profit eur mn
neutral,The company has 120 employees and annual sales of approximately EUR16m .,compani employe annual sale approxim eurm
neutral,The company has an annual turnover of EUR32 .8 m.,compani annual turnov eur
neutral,"The company is involved in the the sale of financial products including insurance , mortgages , car and personal loans , financial brokerage and equipment finance leasing .",compani involv sale financi product includ insur mortgag car person loan financi brokerag equip financ lea
neutral,"The Company operates through four principal divisions : Consumer Packaging ; Office Papers ; Speciality Papers , as well as Market Pulp and Energy .",compani oper four princip divis consum packag offic paper special paper well market pulp energi
neutral,The company plans to increase the unit 's specialist staff to several dozen -- depending on the market situation during 2010 .,compani plan increas unit specialist staff sever dozen depend market situat
neutral,The company reported net sales of 302 mln euro $ 441.6 mln and an operating margin of 16 pct in 2006 .,compani report net sale mln euro mln oper margin pct
neutral,"The company 's set of services include digital printing , printing preparation , offset-printing , after-treatment services and send out services .",compani set servic includ digit print print prepar offsetprint aftertreat servic send servic
neutral,"The company 's transportation business is conducted through Florida Rock & Tank Lines , which is a Southeastern transportation company concentrating in the hauling by motor carrier of liquid and dry bulk commodities .",compani transport busi conduct florida rock tank line southeastern transport compani concentr haul motor carrier liquid dri bulk commod
neutral,"The company said that 80 % of the shares of the holding company will be sold to Meadville Holdings Limited , a Hong Kong listed parent company of the Meadville Group .",compani said share hold compani sold meadvill hold limit hong kong list parent compani meadvill group
neutral,The company said that it has agreed to a EUR160m unsecured credit line from lenders .,compani said agre eurm unsecur credit line lender
neutral,The Company said that previously EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators .,compani said previous eb deliv custom solut lg electron make commerci avail mobil termin vendor well wireless oper
neutral,"The company said that the operations will be sold to a newly established company , CPS GmbH , where the present management of the plastics business is a co-owner .",compani said oper sold newli establish compani cps gmbh present manag plastic busi coowner
positive,The company will use the assets for strengthening its balance sheet and financial position .,compani use asset strengthen balanc sheet financi posit
neutral,"The composite body is coated with a hard coating layer produced by thermal spraying , and the coating is ground . ''",composit bodi coat hard coat layer produc thermal spray coat ground
neutral,"The connectivity unit has more than 100 e-invoice customers , and the number of annual transactions stands at nearly one million .",connect unit einvoic custom number annual transact stand near one million
neutral,The contract includes an option to deliver an additional 75 ASCs in the next phases of the project .,contract includ option deliv addit asc next phase project
neutral,The contract is worth some EUR 1 million .,contract worth eur million
neutral,The contract value amounts to EUR 2.4 million .,contract valu amount eur million
neutral,The credit covers approximately 70 % of the ship 's price .,credit cover approxim ship price
neutral,The customer is cooperative retailer Osuuskauppa Suur-Savo .,custom cooper retail osuuskauppa suursavo
neutral,The customer is local company Etera Mutual Pension Insurance Co and the principal tenant of the unit will be media company Alma Media Corp HEL : ALN1V .,custom local compani etera mutual pension insur co princip tenant unit medium compani alma medium corp hel alnv
neutral,"The customer is then forwarded to the site , and unknown to him logged in with the first number .",custom forward site unknown log first number
neutral,"The deal includes all rental equipment and related merchandise , the rental contract of the depot and two employees , the company said .",deal includ rental equip relat merchandis rental contract depot two employe compani said
neutral,The deal is in line with Etteplan 's strategy to operate as a partner of global customers and provide industrial technology design services .,deal line etteplan strategi oper partner global custom provid industri technolog design servic
neutral,"The decision reflects the underutilisation of the line , which produces nonwovens used in medical and wipes applications as well as for the automotive industry .",decis reflect underutilis line produc nonwoven use medic wipe applic well automot industri
neutral,"The decision will have to be made whether the group agrees to the import of Estonian meat and meat products to Finland , the paper added .",decis made whether group agre import estonian meat meat product finland paper ad
neutral,The devices also contains Finnair 's own application for compiling customer feed-back and ideas for product development .,devic also contain finnair applic compil custom feedback idea product develop
neutral,"The devices would be launched in the Chinese market in late 2006 , the company said .",devic would launch chine market late compani said
neutral,The Diameter Protocol is developed according to the standards IETF RFC 3588 and IETF RFC 3539 .,diamet protocol develop accord standard ietf rfc ietf rfc
neutral,The divested activities had net sales of EUR 145.1 million in 2009 and an operating profit of EUR 8.9 million .,divest activ net sale eur million oper profit eur million
neutral,"The divested company is part of TietoEnator 's business area Government , Manufacturing & Retail .",divest compani part tietoen busi area govern manufactur retail
neutral,The dividend will come on top of the 0.45 eur on A shares and 0.43 on K shares it has already paid on last year 's accounts .,dividend come top eur share k share alreadi paid last year account
neutral,"The Division also includes joint sales , marketing and controlling functions for these units .",divis also includ joint sale market control function unit
neutral,The EA Reng group posted sales of approximately 84 million kroons for 2007 .,ea reng group post sale approxim million kroon
neutral,"The EBRD is using its own funds to provide a 21.6 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc and Pohjola Bank Plc. .",ebrd use fund provid million loan b portion million euro syndic two finnish commerci bank nordea bank finland plc pohjola bank plc
neutral,"The EBRD is using its own funds to provide a 21.6 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc 7.7 million Euros and Pohjola Bank Plc 2.3 million Euros .",ebrd use fund provid million loan b portion million euro syndic two finnish commerci bank nordea bank finland plc million euro pohjola bank plc million euro
neutral,"The EBRD is using its own funds to provide a 21.6 mln A loan while the B portion of 10 mln Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc 7.7 mln Euros and Pohjola Bank Plc 2.3 mln Euros .",ebrd use fund provid mln loan b portion mln euro syndic two finnish commerci bank nordea bank finland plc mln euro pohjola bank plc mln euro
neutral,"The Economic Development and Trade Ministry and Industry and Energy Ministry , along with the Kostroma regional administration and the Russian Lumberman and Timber Exporters Union , has been carrying out work to acquire investment for the construction of a pulp and paper mill in Neya since 2003 .",econom develop trade ministri industri energi ministri along kostroma region administr russian lumberman timber export union carri work acquir invest construct pulp paper mill neya sinc
neutral,The electricity requirement of networks will grow with the new mobile generation .,electr requir network grow new mobil generat
negative,The employment contracts of 14 of the employees will end in March 2009 as a result of the company 's previous employer-employee talks .,employ contract employe end march result compani previous employeremploye talk
neutral,The energy sector accounted for approximately 33 % and the steel industry for about 57 % of the transportation volume .,energi sector account approxim steel industri transport volum
neutral,The enterprise value of Maritim Food AS has been determined as approximately EUR15m .,enterpris valu maritim food determin approxim eurm
neutral,"The equipment Ixonos acquires with this deal includes mechanical engineering hardware ; an RF and antenna measurement laboratory ; facilities for the measurement of audio , cameras and displays ; as well as devices and robot units for the testing of mobile devices .",equip ixono acquir deal includ mechan engin hardwar rf antenna measur laboratori facil measur audio camera display well devic robot unit test mobil devic
neutral,"The equipment will be made at Vaahto 's plant in Hollola in Finland , and delivery is scheduled for the first quarter of 2009 .",equip made vaahto plant hollola finland deliveri schedul first quarter
neutral,The estimated annual value of the frame agreement is about EUR 50mn .,estim annual valu frame agreement eur mn
neutral,The estimated value of the deal is USD 9.2 million .,estim valu deal usd million
neutral,The EUR17m contract includes both design and construction works .,eurm contract includ design construct work
neutral,"The executive said that countries such as Brazil , Chile , Argentina and Mexico will lead the adoption in the business Ethernet services segment , while Brazil and Mexico will be the early adopters of carrier Ethernet for mobile backhaul .",execut said countri brazil chile argentina mexico lead adopt busi ethernet servic segment brazil mexico earli adopt carrier ethernet mobil backhaul
neutral,The expanded company will continue to be called NewPage .,expand compani continu call newpag
neutral,The expanded plant is scheduled to be operational by the middle of October 2009 .,expand plant schedul oper middl octob
neutral,The expansion is to be finalized in the autumn of 2009 .,expans final autumn
neutral,The expansion will be delivered in the fourth quarter of 2006 .,expans deliv fourth quarter
neutral,The facility consists of a seven year bullet term loan of 200 mln euro $ 292.4 mln and a 150 mln euro $ 219.3 mln five year revolving credit facility .,facil consist seven year bullet term loan mln euro mln mln euro mln five year revolv credit facil
neutral,"The facility will have a lettable area of some 19,000 sq m. The plot for the plant , located in the Ratasmaki business park , will be purchased from the City of Forssa .",facil lettabl area sq plot plant locat ratasmaki busi park purchas citi forssa
neutral,The figure does not include food exports from Finland .,figur includ food export finland
neutral,"The figure includes the change in the fair value of the property portfolio , EUR 26.2 million .",figur includ chang fair valu properti portfolio eur million
neutral,"The Filter Tips cover the volume range from 0.1-1200 -ðl including new sizes for 10 , 20 , 100-120 , 200 , 300 , 1000 and 1200 -ðl volume capacities .",filter tip cover volum rang ðl includ new size ðl volum capac
neutral,The final outcome of the rights offering is to be reported around 23 October 2009 .,final outcom right offer report around octob
neutral,The firm builds components for mobile phones and other communications products .,firm build compon mobil phone communic product
neutral,The goal is significant expansion in Finland and in the northern Baltic region .,goal signific expans finland northern baltic region
neutral,"The government started the sell-off last month , putting an 8 percent stake in TeliaSonera on the auction bloc .",govern start selloff last month put percent stake teliasonera auction bloc
neutral,"The group posted net sales of 35.3 mln euro $ 46.5 mln and an operating profit of 760,000 euro $ 1.0 mln in 2005 .",group post net sale mln euro mln oper profit euro mln
neutral,The group 's net sales in 2007 were EUR683 .6 m.,group net sale eur
neutral,"The Group 's turnover in 2006 was EUR 39.2 million , and operating profit was EUR 3.9 million .",group turnov eur million oper profit eur million
neutral,"The Liquid Handling segment offers laboratory equipment and accessories , including mechanical and electronic pipettes , and disposable tips used in the research institutions , universities , and hospitals , as well as in the pharmaceutical , food , and other industries under the Biohit brand .",liquid handl segment offer laboratori equip accessori includ mechan electron pipett dispos tip use research institut univers hospit well pharmaceut food industri biohit brand
neutral,"The manufacture of CPPs will be undertaken at the existing Export Oriented Unit EOU at Wartsila 's factory at Khopoli , near Mumbai .",manufactur cpps undertaken exist export orient unit eou wartsila factori khopoli near mumbai
neutral,The manufacturing will begin in Pietarsaari in the beginning of the year 2009 and the delivery will take place in October 2009 .,manufactur begin pietarsaari begin year deliveri take place octob
neutral,The markets expect Heineken to sell Hartwall as a whole or in parts .,market expect heineken sell hartwal whole part
neutral,The merger between the two telecoms operators was expected to result in the world 's fourth largest telecoms operator .,merger two telecom oper expect result world fourth largest telecom oper
neutral,"The most significant capital expenditure items were in the global enterprise resource planning ERP project , product development and production machines .",signific capit expenditur item global enterpris resourc plan erp project product develop product machin
neutral,"The move will be carried out by transferring HKScan 's production-related property , plant , equipment , as well as its holdings in subsidiaries and associate companies in the country to HKScan Finland .",move carri transfer hkscan productionrel properti plant equip well hold subsidiari associ compani countri hkscan finland
neutral,The net sales of Healthcare Trade business in 2009 were EUR 145.1 million EUR 155.2 million and operating profit EUR 8.9 million EUR 7.9 million .,net sale healthcar trade busi eur million eur million oper profit eur million eur million
neutral,The net sales of the Power Plants business were EUR 710.3 million in 2005 .,net sale power plant busi eur million
neutral,The new shares entitle their holders to dividends for fiscal 2006 .,new share entitl holder dividend fiscal
positive,The newly created position has been established to strengthen Amer Sports ' management in strategic planning and execution .,newli creat posit establish strengthen amer sport manag strateg plan execut
neutral,The newspaper 's best sales asset is high quality journalism and journalistic content .,newspap best sale asset high qualiti journal journalist content
neutral,The non-recurring costs caused to Talentum 's Premedia business area by the restructuring will amount to 2.0 mln euro $ 2.7 mln and will be included in the company 's financial results for the second quarter of 2007 .,nonrecur cost caus talentum premedia busi area restructur amount mln euro mln includ compani financi result second quarter
neutral,The ongoing project where Tekla Structures is being used is the Vashi Exhibition Centre being developed by Insteel Engineers Pvt Ltd-IIVRCL Infrastructures & Projects Ltd & CIDCO .,ongo project tekla structur use vashi exhibit centr develop insteel engin pvt ltdiivrcl infrastructur project ltd cidco
neutral,"The operations to be sold include manufacturing units in Finland , France , Poland and Turkey , as well as sales units in Germany and Lithuania .",oper sold includ manufactur unit finland franc poland turkey well sale unit germani lithuania
neutral,The options might include a partial or total divestment of their shareholdings in Ovako .,option might includ partial total divest sharehold ovako
neutral,"The orange-handled scissors from Fiskars are part of the permanent design collection of the Museum of Modern Art in New York , as well as the Philadelphia Museum of Art .",orangehandl scissor fiskar part perman design collect museum modern art new york well philadelphia museum art
neutral,"The order also covers design services , hardware , software licences , as well as maintenance services over six years .",order also cover design servic hardwar softwar licenc well mainten servic six year
neutral,The order also includes extensive maintenance work of a shoe press delivered by Vaahto in 2001 .,order also includ extens mainten work shoe press deliv vaahto
neutral,"The order consists of outsourced application management , support and planning for Tecnotree and third-party applications .",order consist outsourc applic manag support plan tecnotre thirdparti applic
neutral,The order includes 48 ship cranes that will be delivered for 12 container feeders to be built at Wenchong shipyard in China .,order includ ship crane deliv contain feeder built wenchong shipyard china
neutral,"The order values at EUR 6.9 mn , and it consists of design services and hardware and software licences .",order valu eur mn consist design servic hardwar softwar licenc
neutral,The orders also include a few high-power drives for the control of seismic compressors .,order also includ highpow drive control seismic compressor
neutral,"The orders are for 26 machine-room-less KONE MonoSpace elevators , which would be installed during 2006 .",order machineroomless kone monospac elev would instal
neutral,The Oulu plant employs approximately 120 people .,oulu plant employ approxim peopl
neutral,The percentages of shares and voting rights have been calculated in proportion to the total number of shares registered with the Trade Register and the total number of voting rights related to them .,percentag share vote right calcul proport total number share regist trade regist total number vote right relat
neutral,The per-share subscription price of the shares subscribed with the option rights was EUR 1.35 .,pershar subscript price share subscrib option right eur
neutral,"The plant is scheduled for completion in late February 2007 with hand over of some areas in January Two other suppliers of Nokia - Aspocomp Group Oyj and Perlos - have announced their plans to establish plants within the Nokia complex Together , they will invest Rs 365 crore .",plant schedul complet late februari hand area januari two supplier nokia aspocomp group oyj perlo announc plan establish plant within nokia complex togeth invest r crore
neutral,"The Polish business employs about 1,000 people , and it had net sales of about EUR 70mn in 2007 .",polish busi employ peopl net sale eur mn
neutral,"The portfolio comprises of 118,000 m2 of leasable space with a vacancy rate of roughly 5 % , let to around 140 tenants of which two of the largest are the Swedish government and Ericsson .",portfolio compris leasabl space vacanc rate rough let around tenant two largest swedish govern ericsson
positive,"The production capacity can be tripled without any major additional investments , the company said .",product capac tripl without major addit invest compani said
neutral,"The program , which was started in the summer of 2007 , was originally estimated to last approximately two years .",program start summer origin estim last approxim two year
neutral,The proposal of the shareholders to elect Mr. Hannu Krogerus to the Board is based on his long and unrivalled experience and knowledge of all matters related to Elcoteq .,propos sharehold elect mr hannu krogerus board base long unrival experi knowledg matter relat elcoteq
neutral,"The remainder of its revenues will come from technology agreements with other firms , InterDigital said .",remaind revenu come technolog agreement firm interdigit said
neutral,"The remaining amount will be funded through debt , the Danish bank said .",remain amount fund debt danish bank said
neutral,"The reorganisation will be carried out by transferring HKScan Corporation 's production-related property , plant and equipment in Finland as well as its holdings in subsidiaries and associates to HKScan Finland Oy , a holding company wholly owned by HKScan Corporation .",reorganis carri transfer hkscan corpor productionrel properti plant equip finland well hold subsidiari associ hkscan finland oy hold compani wholli own hkscan corpor
neutral,The report contains category level company and brand share as well as distribution share information for 2007 and 2008 .,report contain categori level compani brand share well distribut share inform
neutral,The result before taxes was a loss of 25.0 million euros .,result tax loss million euro
neutral,The results will enable the preparation of a conceptual plant design and capital estimates .,result enabl prepar conceptu plant design capit estim
