label,text,cleaned_text,topic,topic_name
negative,"In January-August 2009 , imports by sea in container , lorry , and trailer units fell by 27.7 % and exports by 28.6 % from the corresponding period in 2008 .",januaryaugust NUM import sea container lorry trailer unit fell NUM_PERCENT export NUM_PERCENT corresponding period NUM,-1,Outlier
neutral,Liora 's got a brand-new bag .,liora got brandnew bag,8,fiskars
negative,The airline 's share price closed down slightly at (  x20ac ) 12.51 ( $ 15US .74 ) in Helsinki .,airline share price closed slightly x 20ac NUM CUR 15us NUM helsinki,-1,Outlier
negative,"The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .",omx helsinki NUM ended NUM pct lower NUM omx helsinki NUM pct NUM NUM bln CUR turnover,44,pct
neutral,"The podcast , sees Harple provide the low-down on GyPSii 's platform , which takes someone 's location and demographic information to produce a contextual index of the world around them .",podcast see harple provide lowdown gypsii platform take someone location demographic information produce contextual index world around,28,benefon
negative,"When this information was released on 5 September 2008 , Nokia 's American Depositary shares fell by 8 % .",information released NUM september NUM nokia american depositary share fell NUM_PERCENT,-1,Outlier
neutral,"- Among other Finnish shares traded in the US , Stora Enso closed 0.33 pct lower at 12.11 eur , UPM-Kymmene was up 0.28 pct at 18.10 eur , and Metso was down 0.13 pct at 31.06 eur .",among finnish share traded u stora enso closed NUM pct lower NUM CUR upmkymmene NUM pct NUM CUR metso NUM pct NUM CUR,18,enso
negative,"Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700 .",finnish construction company yit reducing number startup marketfinanced residential unit NUM NUM previously announced NUM,52,yit
negative,"At 10.33 am , Huhtamaki was the market 's biggest faller , 8.69 pct lower at 11.35 eur , while the OMX Helsinki 25 was 0.32 pct higher at 3,332.41 , and the OMX Helsinki was up 0.47 pct at 11,687.32 .",NUM huhtamaki market biggest faller NUM pct lower NUM CUR omx helsinki NUM NUM pct higher NUM omx helsinki NUM pct NUM,44,pct
negative,"At 12.59 pm , the OMX Helsinki 25 index was 0.32 pct lower at 2,694.81 .",NUM pm omx helsinki NUM index NUM pct lower NUM,44,pct
negative,"At the close , the OMX Helsinki 25 was 0.01 pct lower at 3,067.64 points and the OMX Helsinki was down 0.05 pct at 10,321.46 points on over 1.343 bln eur of turnover .",close omx helsinki NUM NUM pct lower NUM point omx helsinki NUM pct NUM point NUM bln CUR turnover,44,pct
neutral,"Body The credit falls due February 24 , 2014 .",body credit fall due february NUM NUM,3,end
negative,"Capacity will ease at its Seikku sawmill in Pori and Alholma sawmill in Pietarsaari and result in 60 people being laid off for around six weeks starting mid-May , it said .",capacity ease seikku sawmill pori alholma sawmill pietarsaari result NUM people laid around six week starting midmay said,2,people
neutral,"However , two of the previously ordered sets will start producing electricity at the end of October 2010 , it said .",however two previously ordered set start producing electricity end october NUM said,3,end
neutral,"Sales in local currencies decreased by 0.5 percent while the number of subscribers rose by 12.7 million to a total of 147.6 million at the end of fourth quarter , the company said .",sale local currency decreased NUM percent number subscriber rose NUM million total NUM million end fourth quarter company said,25,decreased
negative,The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR 93.9 million USD 137.3 m as given in the interim report on August 5 .,company confirmed estimate lower revenue whole NUM yearago CUR NUM million CUR NUM given interim report august NUM,-1,Outlier
negative,The company expects its net sales for the whole 2009 to remain below the 2008 level .,company expects net sale whole NUM remain NUM level,7,sales
negative,The measures result from decreased demand in technical design and product information .,measure result decreased demand technical design product information,-1,Outlier
negative,"The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .",omx nordic NUM omxn NUM index comprising NUM traded nordic stock nasdaq omx exchange closed NUM_PERCENT NUM point thursday,44,pct
negative,The repurchases shall decrease the distributable capital and reserves .,repurchase shall decrease distributable capital reserve,-1,Outlier
negative,- Net sales for the period are expected to fall well below that of last year and the result after non-recurring items is expected to be in the red .,net sale period expected fall well last year result nonrecurring item expected red,7,sales
negative,"In Finland , the Bank of +_land reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .",finland bank _land report operating profit fell CUR NUM mn second quarter NUM CUR NUM mn second quarter NUM,-1,Outlier
negative,"Budapest , August 10 MTI - Finnish electronics maker Elcoteq will lay off 700 workers at its plants in Pecs S Hungary at the end of September because of falling orders , communications director for Elcoteq 's local unit , Zoltan Krippl told MTI on Monday .",budapest august NUM mti finnish electronics maker elcoteq lay NUM worker plant pecs hungary end september falling order communication director elcoteq local unit zoltan krippl told mti monday,50,elcoteq
negative,Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .,earnings per share eps NUM decreased CUR NUM NUM CUR NUM NUM NUM,10,eps
negative,"Finnair 's Tallinn-based subsidiary , Aero AS , carried 23,335 passengers , a decline of 60.8 % , on routes between Helsinki and the Baltic capitals and within Southern Finland .",finnair tallinnbased subsidiary aero carried NUM passenger decline NUM_PERCENT route helsinki baltic capital within southern finland,19,finnair
negative,"HELSINKI AFX - Kesko Corp is expected to report a lower second quarter EPS today due to tax charges , but other earnings lines are seen higher year-on-year , analysts said .",helsinki afx kesko corp expected report lower second quarter eps today due tax charge earnings line seen higher yearonyear analyst said,97,kesko
negative,"In Q1 of 2009 , Bank of +_land 's net interest income weakened by 10 % to EUR 9.1 mn .",q NUM NUM bank _land net interest income weakened NUM_PERCENT CUR NUM mn,82,income
negative,"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .",adpnews aug NUM NUM finnish medium group ilkkayhtyma oyj hel ilk 2 said today net profit fell NUM_PERCENT year CUR NUM million CUR NUM first half NUM,16,hel
negative,Operating profit for 2009 lower than outlook published earlier .,operating profit NUM lower outlook published earlier,-1,Outlier
negative,Operating profit for continuing operations fell to EUR 48.3 mn from EUR 72.4 mn in the first half of 2007 .,operating profit continuing operation fell CUR NUM mn CUR NUM mn first half NUM,99,fell
negative,"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .",revenue quarter totaled NUM billion NUM percent NUM billion fourth quarter NUM,13,million
negative,"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 .",sampo bank market share lending NUM_PERCENT NUM_PERCENT first quarter NUM,85,sampo
negative,Sanoma News ' advertising sales decreased by 22 % during the year .,sanoma news advertising sale decreased NUM_PERCENT year,25,decreased
negative,"26 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj ( HEL : LAT1V ) , or L&T , said today its net profit declined to EUR20 .9 m for the first nine months of 2010 from EUR27 .6 m for the same period a year earlier .",NUM october NUM finnish environmental management company lassila tikanoja oyj hel lat 1v lt said today net profit declined CUR NUM NUM first nine month NUM CUR NUM NUM period year earlier,16,hel
negative,Finnish Bank of +_land reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 .,finnish bank _land report operating profit fell CUR NUM mn third quarter NUM CUR NUM mn third quarter NUM,-1,Outlier
negative,"Finnish Bank of +_land reports operating profit of EUR 2.2 mn in the first quarter of 2010 , down from EUR 6.3 mn in the corresponding period in 2009 .",finnish bank _land report operating profit CUR NUM mn first quarter NUM CUR NUM mn corresponding period NUM,-1,Outlier
negative,"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 .",finnish electronics contract manufacturer scanfil report net sale CUR NUM mn NUM CUR NUM mn NUM,63,scanfil
negative,"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .",finnish electronics contract manufacturer scanfil report net sale CUR NUM mn second quarter NUM CUR NUM mn year earlier,63,scanfil
negative,"Finnish Exel Composites , a technology company that designs , manufactures , and markets composite profiles and tubes for various industrial applications , reports its net sales decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009 .",finnish exel composite technology company design manufacture market composite profile tube various industrial application report net sale decreased NUM_PERCENT second quarter NUM CUR NUM mn CUR NUM mn corresponding period NUM,25,decreased
negative,"Finnish GeoSentric 's net sales decreased to EUR 939,000 in January-March 2009 .",finnish geosentric net sale decreased CUR NUM januarymarch NUM,25,decreased
negative,"Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 .",finnish kemira net sale CUR decreased CUR NUM mn januaryjune NUM CUR NUM mn januaryjune NUM,25,decreased
negative,"Finnish plumbing and heating systems supplier Uponor 's net sales from continuing operations decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 .",finnish plumbing heating system supplier uponor net sale continuing operation decreased NUM_PERCENT NUM CUR NUM mn CUR NUM mn NUM,106,uponor
negative,"Finnish plumbing and heating systems supplier Uponor 's net sales in continuing business operations decreased to EUR 249.1 mn in July-September 2008 , compared to EUR 262.1 mn in the third quarter of 2007 .",finnish plumbing heating system supplier uponor net sale continuing business operation decreased CUR NUM mn julyseptember NUM compared CUR NUM mn third quarter NUM,106,uponor
negative,"Finnish Scanfil , a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008 , down from EUR 111.1 mn a year earlier .",finnish scanfil contract manufacturer system supplier communication industrial electronics report net sale CUR NUM mn first half NUM CUR NUM mn year earlier,63,scanfil
negative,"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled EUR 94.7 mn in the first half of 2010 , down from EUR 99.5 mn in the first half of 2009 .",finnish scanfil system supplier contract manufacturer communication sector electronics industry report net sale totalled CUR NUM mn first half NUM CUR NUM mn first half NUM,63,scanfil
negative,"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports net sales of EUR 49.6 mn in the first quarter of 2009 , which are only a per cent smaller than in the corresponding period in 2008 .",finnish scanfil system supplier contract manufacturer communication sector electronics industry report net sale CUR NUM mn first quarter NUM per cent smaller corresponding period NUM,63,scanfil
negative,"Finnish shipping company Finnlines , of the Grimaldi Group , reports its net sales decreased to EUR 241.8 mn in January-June 2009 from EUR 384.0 mn in the corresponding period in 2008 .",finnish shipping company finnlines grimaldi group report net sale decreased CUR NUM mn januaryjune NUM CUR NUM mn corresponding period NUM,25,decreased
negative,"Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 .",cargo traffic fell NUM_PERCENT yearonyear NUM tonne september NUM,-1,Outlier
negative,"Cash flow after investments amounted to EUR45m , down from EUR46m .",cash flow investment amounted CUR 45m CUR 46m,49,cash
negative,"Coca-Cola was the market leader of manufacturers with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005 .",cocacola market leader manufacturer market share NUM_PERCENT NUM_PERCENT corresponding period NUM NUM,-1,Outlier
negative,Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005 .,comparable operating profit decreased CUR NUM mn CUR NUM mn corresponding period NUM,92,decreased
negative,Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,consolidated operating profit continuing operation decreased NUM_PERCENT CUR NUM mn CUR NUM mn NUM,92,decreased
negative,Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,consolidated pretax profit decreased NUM_PERCENT CUR NUM mn CUR NUM mn NUM,35,pretax
negative,Device volume in the area decreased by 21 % to 2.7 mn units .,device volume area decreased NUM_PERCENT NUM mn unit,92,decreased
negative,Diluted earnings per share ( EPS ) declined to EUR 0.78 from EUR 1.76 .,diluted earnings per share eps declined CUR NUM CUR NUM,10,eps
negative,Diluted earnings per share ( EPS ) fell to EUR 0.63 from EUR 1.71 .,diluted earnings per share eps fell CUR NUM CUR NUM,10,eps
negative,down to EUR5 .9 m H1 '09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009 .,CUR NUM NUM h NUM NUM NUM august NUM finnish medium group ilkkayhtyma oyj hel ilk 2 said today net profit fell NUM_PERCENT year CUR NUM NUM first half NUM,16,hel
negative,"Earnings per share ( EPS ) amounted to EUR1 .37 , down from EUR2 .30 .",earnings per share eps amounted CUR NUM NUM CUR NUM NUM,10,eps
negative,Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 .,earnings per share eps NUM decreased CUR NUM NUM CUR NUM NUM NUM,10,eps
negative,"Earnings per share ( EPS ) in the first half of 2007 amounted to EUR0 .29 , down from EUR0 .40 year ago .",earnings per share eps first half NUM amounted CUR NUM NUM CUR NUM NUM year ago,10,eps
negative,Finnair 's total traffic decreased by 8.7 % in terms of revenue passenger kilometres .,finnair total traffic decreased NUM_PERCENT term revenue passenger kilometre,19,finnair
negative,Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,finnish business software group affectogenimap oyj said net profit halved NUM mln CUR CUR NUM mln first nine month NUM NUM mln CUR CUR NUM mln period NUM,41,mln
negative,"Finnish financial software solutions developer BasWare Oyj said its net profit fell to 884,000 euro ( $ 1.2 mln ) for the first quarter of 2007 from 2.0 mln euro ( $ 2.7 mln ) a year earlier .",finnish financial software solution developer basware oyj said net profit fell NUM CUR CUR NUM mln first quarter NUM NUM mln CUR CUR NUM mln year earlier,41,mln
negative,Finnish glass technology company Glaston Oyj Abp net profit decreased to 2.6 mln euro ( $ 3.8 mln ) for the first nine months of 2007 from 7.8 mln euro ( $ 11.4 mln ) for the same period of 2006 .,finnish glass technology company glaston oyj abp net profit decreased NUM mln CUR CUR NUM mln first nine month NUM NUM mln CUR CUR NUM mln period NUM,41,mln
negative,"Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 .",finnish management software solution provider ixonos oyj net profit decreased NUM CUR CUR NUM first quarter NUM NUM CUR CUR NUM mln period NUM,41,mln
negative,Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .,finnish medium company talentum oyj net profit decreased NUM mln CUR CUR NUM mln first quarter NUM NUM mln CUR CUR NUM mln period NUM,41,mln
negative,Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .,finnish metal product company componenta oyj net profit went slightly NUM mln CUR CUR NUM mln first half NUM NUM mln CUR CUR NUM mln period NUM,41,mln
negative,"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3 .",separate announcement helsinki stock exchange atrium revealed company third quarter profit declined CUR NUM NUM third quarter last year CUR NUM NUM year q NUM,87,decreased
negative,"In the fourth quarter of 2008 , net sales decreased to EUR 121.4 mn from EUR 165.5 mn in the fourth quarter of 2007 .",fourth quarter NUM net sale decreased CUR NUM mn CUR NUM mn fourth quarter NUM,25,decreased
negative,"Insurer Axa ( PAR : CS ) slid by 5.35 % to EUR 14.15 , after Citigroup and ING slashed their targets on the stock .",insurer axa par c slid NUM_PERCENT CUR NUM citigroup ing slashed target stock,-1,Outlier
negative,"( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007 .",adp news feb NUM NUM finnish wood product technology supplier raute oyj hel rutav said today net profit decreased CUR NUM million CUR NUM NUM CUR NUM million NUM,16,hel
negative,"( ADP News ) - Feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said today its net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007 .",adp news feb NUM NUM finnish construction company lemminkainen oyj hel lem 1 said today net profit decreased CUR NUM million CUR NUM NUM CUR NUM million NUM,16,hel
negative,"( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200",adp news feb NUM NUM finnish broadband data communication system solution company teleste oyj hel tlt 1v said today net profit decreased CUR NUM million CUR NUM NUM CUR NUM million NUM,16,hel
negative,"( ADP News ) - Jan 22 , 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007 .",adp news jan NUM NUM finnish mobile phone maker nokia oyj omx nok 1v said today operating profit decreased CUR NUM billion CUR NUM bn NUM CUR NUM billion NUM,16,hel
negative,"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond",adpnews may NUM NUM finnish cutlery hand tool maker fiskars oyj abp hel fisa said today net profit declined CUR NUM million CUR 17m first quarter NUM CUR NUM million correspond,16,hel
negative,"( ADPnews ) - Oct 21 , 2009 - Finland-based IT consultancy Tieto Oyj ( HEL : TIE1V ) said today its net profit plunged to EUR 29.4 million ( USD 43.9 m ) for the first nine months of 2009 from EUR 58.7 million for the same period o",adpnews oct NUM NUM finlandbased consultancy tieto oyj hel tie 1v said today net profit plunged CUR NUM million CUR NUM first nine month NUM CUR NUM million period,16,hel
negative,Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % .,market share decreased route helsinki finland tallinn estonia NUM percentage point NUM_PERCENT,86,sales
negative,Net profit fell by almost half to +â 5.5 million from +â 9.4 million at the end of 2007 .,net profit fell almost half â NUM million â NUM million end NUM,13,million
negative,"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .",net profit three month march NUM fell x 20ac NUM million u CUR NUM million x 20ac NUM million year earlier finnish company said,13,million
negative,Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 .,net sale decreased CUR NUM mn CUR NUM mn corresponding period NUM,25,decreased
negative,Net sales decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005 .,net sale decreased CUR NUM mn CUR 109mn corresponding period NUM,25,decreased
negative,Net sales fell by 33 % from the third quarter of 2008 to EUR 130.5 mn .,net sale fell NUM_PERCENT third quarter NUM CUR NUM mn,25,decreased
negative,Net sales fell by 5 % from the previous accounting period .,net sale fell NUM_PERCENT previous accounting period,25,decreased
negative,"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 .",net sale kyro main business area glaston technology manufacturer glass processing machine decreased CUR NUM mn CUR NUM mn januaryseptember NUM,25,decreased
negative,Operating profit decreased to EUR 16mn from EUR 21.1 mn in 2008 .,operating profit decreased CUR 16mn CUR NUM mn NUM,92,decreased
negative,Operating profit fell from EUR 7.9 mn in the second quarter of 2005 to EUR 5.1 mn in the second quarter of 2006 .,operating profit fell CUR NUM mn second quarter NUM CUR NUM mn second quarter NUM,99,fell
negative,Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .,operating profit fell CUR NUM mn CUR NUM mn NUM,99,fell
negative,Operating profit fell to EUR 23.26 mn from EUR 32.86 mn .,operating profit fell CUR NUM mn CUR NUM mn,99,fell
negative,Operating profit fell to EUR 38.1 mn from EUR 55.3 mn in 2007 .,operating profit fell CUR NUM mn CUR NUM mn NUM,99,fell
negative,Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007 .,operating profit fell CUR NUM mn CUR NUM mn third quarter NUM,99,fell
negative,Orion 's net profit for the third quarter of 2007 decreased to 36.5 mln euro ( $ 52.1 mln ) from 40.3 mln euro ( $ 57.5 mln ) a year earlier .,orion net profit third quarter NUM decreased NUM mln CUR CUR NUM mln NUM mln CUR CUR NUM mln year earlier,-1,Outlier
negative,Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .,pretax profit decreased NUM_PERCENT CUR NUM mn CUR NUM mn,35,pretax
negative,Pretax profit decreased to EUR 33.8 mn from EUR 40.8 mn in the fourth quarter of 2005 .,pretax profit decreased CUR NUM mn CUR NUM mn fourth quarter NUM,35,pretax
negative,"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .",pretax profit totaled CUR NUM mn CUR NUM mn NUM,35,pretax
negative,Prices and delivery volumes of broadband products decreased significantly in 2005 .,price delivery volume broadband product decreased significantly NUM,25,decreased
negative,Profit for the period fell to EUR 1.6 mn from EUR 7.5 mn in January-September 2008 .,profit period fell CUR NUM mn CUR NUM mn januaryseptember NUM,99,fell
negative,"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",profit period totalled CUR NUM mn CUR NUM mn corresponding period NUM,-1,Outlier
negative,"Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 .",profit period totalled CUR NUM mn CUR NUM mn third quarter NUM,9,mn
negative,Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier .,revenue quarter fell NUM percent CUR NUM billion compared year earlier,-1,Outlier
negative,SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .,srv lowered net sale estimate whole NUM due uncertainty housing sale,-1,Outlier
negative,Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .,stora enso oyj said secondquarter result would fall half compared period NUM,-1,Outlier
negative,Subscription sales decreased slightly .,subscription sale decreased slightly,25,decreased
negative,The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,company confirmed estimate lower revenue whole NUM yearago CUR NUM NUM given interim report NUM august NUM,-1,Outlier
negative,The company said that the fall in turnover had been planned .,company said fall turnover planned,2,people
negative,The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn .,department store division sale fell NUM_PERCENT CUR NUM mn,25,decreased
negative,The fair value of the company 's investment properties went down to EUR 2.768 billion at the end of 2009 from EUR 2.916 billion a year earlier .,fair value company investment property went CUR NUM billion end NUM CUR NUM billion year earlier,95,fair
negative,The fair value of the company 's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier .,fair value company investment property went CUR NUM NUM bn end september NUM CUR NUM NUM bn year earlier,95,fair
negative,The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .,group order portfolio decreased CUR NUM mn NUM NUM CUR NUM mn NUM NUM,92,decreased
negative,The net sales decreased to EUR 49.8 million from EUR 59.9 million .,net sale decreased CUR NUM million CUR NUM million,25,decreased
negative,The sales of the Tiimari segment fell by 4.0 % year-on-year to EUR3 .3 m in June 2010 .,sale tiimari segment fell NUM_PERCENT yearonyear CUR NUM NUM june NUM,-1,Outlier
negative,"Finnish electronics contract manufacturer Scanfil had net sales of EUR 52.2 mn in the first quarter of 2007 , down from EUR 60.1 mn a year before .",finnish electronics contract manufacturer scanfil net sale CUR NUM mn first quarter NUM CUR NUM mn year,63,scanfil
negative,"Alma Media 's operating profit amounted to EUR 11.9 mn , down from EUR 15.0 mn a year earlier .",alma medium operating profit amounted CUR NUM mn CUR NUM mn year earlier,34,alma
negative,"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",commission income decreased CUR NUM mn compared CUR NUM mn third quarter NUM,92,decreased
negative,Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007 .,commission income fell CUR NUM mn CUR NUM mn corresponding period NUM,99,fell
negative,Export declined by 6 percent to 16.4 million liters .,export declined NUM percent NUM million liter,-1,Outlier
negative,"Exports of goods fell by 59 % , and imports by 16.7 % .",export good fell NUM_PERCENT import NUM_PERCENT,-1,Outlier
negative,Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate .,finnish developer manufacturer mobile phone charger salcomp plc omx helsinki sal 1v wednesday NUM november lowered fullyear net sale estimate,-1,Outlier
negative,Finnish investment group Norvestia Oyj said its net profit fell to 23.5 mln euro $ 30.6 mln in 2006 from 33.5 mln euro $ 43.6 mln in 2005 .,finnish investment group norvestia oyj said net profit fell NUM mln CUR CUR NUM mln NUM NUM mln CUR CUR NUM mln NUM,41,mln
negative,"Group EBIT for the first half was EUR13 .6 m US$ 17.8 m , falling short of the EUR22 .5 m it posted for the same period of 2009 .",group ebit first half CUR NUM NUM u CUR NUM falling short CUR NUM NUM posted period NUM,43,margin
negative,"However , its market share shrank to 47.59 per cent from 48 per cent a year earlier .",however market share shrank NUM per cent NUM per cent year earlier,71,day
negative,"However , the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 .",however company saw net profit third quarter CUR NUM million CUR NUM million corresponding period NUM,13,million
negative,"However , the company saw its net profit for the third quarter down to EUR1 .4 m from EUR1 .5 m for the corresponding period of 2009 .",however company saw net profit third quarter CUR NUM NUM CUR NUM NUM corresponding period NUM,13,million
negative,"However , the net sales declined to EUR 803.6 million from EUR 1.2 billion .",however net sale declined CUR NUM million CUR NUM billion,25,decreased
negative,"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",food trade sale amounted CUR NUM NUM decline NUM_PERCENT,25,decreased
negative,"In January-November 2009 , the group 's sales totalled EUR 7,801.7 mn , which was a drop of 12.6 % from the same period of 2008 .",januarynovember NUM group sale totalled CUR NUM mn drop NUM_PERCENT period NUM,-1,Outlier
negative,"In July-September 2009 , Konecranes ' sales decreased to EUR 368.7 mn from EUR 520.4 mn in July-September 2008 .",julyseptember NUM konecranes sale decreased CUR NUM mn CUR NUM mn julyseptember NUM,-1,Outlier
negative,"In sales volume , Coca-Cola 's market share has decreased by 2.2 % to 24.2 % .",sale volume cocacola market share decreased NUM_PERCENT NUM_PERCENT,-1,Outlier
negative,"In September alone , the market declined by 10.2 percent year-on-year to 19.28 million liters .",september alone market declined NUM percent yearonyear NUM million liter,-1,Outlier
negative,"In the Baltic countries , development of operations and reorganisation continued , and non-recurring items related to the takeover process lowered earnings .",baltic country development operation reorganisation continued nonrecurring item related takeover process lowered earnings,92,decreased
negative,"In the Baltic countries , sales fell by 40.2 % , and in Russia , by 23.2 % in terms of euros , and by 10.7 % in terms of local currency .",baltic country sale fell NUM_PERCENT russia NUM_PERCENT term euro NUM_PERCENT term local currency,86,sales
negative,"In the Baltic countries , sales fell by 42.6 % .",baltic country sale fell NUM_PERCENT,86,sales
negative,Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT .,nokia u share NUM percent lower CUR NUM NUM gmt,-1,Outlier
negative,"Nokia shares hit 13.21 euros on Friday , down 50 percent from the start of the year in part because of the slow introduction of touch-screen models .",nokia share hit NUM euro friday NUM percent start year part slow introduction touchscreen model,-1,Outlier
negative,Operating profit decreased to EUR 11.2 mn from EUR 16.6 mn .,operating profit decreased CUR NUM mn CUR NUM mn,92,decreased
negative,"Operating profit decreased to nearly EUR 1.7 mn , however .",operating profit decreased nearly CUR NUM mn however,92,decreased
